Template name; Detection time (UTC); Number of channels; Channel list; Detection value; Threshold; Threshold type; Input threshold; Detection type
template_0; 2012-10-19T17:45:23.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.7712531089782715; 0.9230424165725708; MAD; 5; corr
template_0; 2013-02-11T03:23:49.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.6880286931991577; 0.8528869152069092; MAD; 5; corr
template_0; 2012-09-22T17:23:36.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.7458738088607788; 0.9180838465690613; MAD; 5; corr
template_0; 2012-09-15T13:17:44.500001Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.7307831048965454; 0.9038305878639221; MAD; 5; corr
template_0; 2013-06-01T10:52:51.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.662705421447754; 0.8439068794250488; MAD; 5; corr
template_0; 2013-12-15T09:59:01.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.7809877395629883; 0.9668941497802734; MAD; 5; corr
template_0; 2013-05-10T18:39:55.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.6613030433654785; 0.8540452718734741; MAD; 5; corr
template_0; 2013-06-25T23:02:41.500001Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.6648688316345215; 0.8705780506134033; MAD; 5; corr
template_0; 2013-06-25T00:04:56.000001Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.663811206817627; 0.8705780506134033; MAD; 5; corr
template_0; 2012-04-07T09:35:42.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.6618893146514893; 0.8779282569885254; MAD; 5; corr
template_0; 2013-12-06T06:18:27.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.736459732055664; 0.9639166593551636; MAD; 5; corr
template_0; 2013-10-30T04:12:52.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.6558959484100342; 0.8873570561408997; MAD; 5; corr
template_0; 2013-09-04T06:11:43.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5706801414489746; 0.8041102290153503; MAD; 5; corr
template_0; 2012-12-19T18:22:47.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.6394288539886475; 0.8739997148513794; MAD; 5; corr
template_0; 2013-07-11T17:03:35.009998Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.622450828552246; 0.8585157990455627; MAD; 5; corr
template_0; 2012-05-01T14:45:52.009998Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.6168434619903564; 0.8554916381835938; MAD; 5; corr
template_0; 2013-09-04T14:21:40.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.561760663986206; 0.8041102290153503; MAD; 5; corr
template_0; 2012-03-26T08:58:11.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; -1.594911813735962; 0.8417810201644897; MAD; 5; corr
template_0; 2013-10-07T01:28:50.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.6554408073425293; 0.9036146998405457; MAD; 5; corr
template_0; 2013-05-07T22:35:05.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.594727635383606; 0.8479306101799011; MAD; 5; corr
template_0; 2012-05-31T15:35:03.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5829130411148071; 0.8362127542495728; MAD; 5; corr
template_0; 2013-04-05T04:23:57.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5596281290054321; 0.8158220052719116; MAD; 5; corr
template_0; 2013-05-06T19:18:08.000000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.6185109615325928; 0.8785346150398254; MAD; 5; corr
template_0; 2012-11-30T23:40:17.500001Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.616995096206665; 0.8822762370109558; MAD; 5; corr
template_0; 2013-12-09T18:46:05.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.683694839477539; 0.9511926174163818; MAD; 5; corr
template_0; 2013-01-23T16:22:06.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5851285457611084; 0.8703715205192566; MAD; 5; corr
template_0; 2013-07-02T13:44:49.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5641539096832275; 0.8572326898574829; MAD; 5; corr
template_0; 2013-07-27T08:39:32.500000Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5142734050750732; 0.8182352781295776; MAD; 5; corr
template_0; 2012-07-16T22:49:30.000001Z; 3; [('PIG2', 'HHE'), ('PIG2', 'HHN'), ('PIG2', 'HHZ')]; 1.5729103088378906; 0.8774299621582031; MAD; 5; corr
